Title	Subtitle	Description	Version	Official Type	Full Example
DataCatalog	Bioschemas specification for describing data repositories and data catalogues in the life-sciences	A guide for how to describe data catalogs/repositories in the life-sciences using Schema.org-like annotation.	0.1-draft		https://github.com/BioSchemas/specifications/tree/master/DataCatalog/examples/
